,ticker,name,sector,industry,market_cap,exchange,country_code
3769,PTPI,"Petros Pharmaceuticals, Inc. ",Medical,DRUGS,32529000.0,NSDQ,United States
3770,PTR,PetroChina Company Limited ,Oils Energy,OIL-INTEGRATED,116802002944.0,NYSE,China
3771,PTRS,Partners Bancorp ,Finance,BANKS & THRIFTS,126631000.0,NSDQ,United States
3772,PTSI,"P.A.M. Transportation Services, Inc. ",Transportation,TRANSPORTATION,332544000.0,NSDQ,United States
3773,PTVCA,Protective Insurance Corporation ,Finance,INSURANCE,264118000.0,NSDQ,United States
3774,PTVCB,Protective Insurance Corporation ,Finance,INSURANCE,264464000.0,NSDQ,United States
3775,PTVE,Pactiv Evergreen Inc. ,Consumer Discretionary,OTHER CONS DISC,2476999936.0,NSDQ,United States
3776,PUBM,"PubMatic, Inc. ",Computer and Technology,COMPUTER SOFT SERV,3100000000.0,NSDQ,
3777,PUK,Prudential plc ,Finance,INSURANCE,52560998400.0,NYSE,United Kingdom
3778,PULM,"Pulmatrix, Inc. ",Medical,DRUGS,86402000.0,NSDQ,United States
3779,PUMP,ProPetro Holding Corp. ,Oils Energy,OIL MACH SVC DRILL,1156999936.0,NYSE,United States
3780,PUYI,Puyi Inc. ,Finance,INVEST BKRS MGMT,363094016.0,NSDQ,China
3781,PVAC,Penn Virginia Corporation ,Oils Energy,OIL-EXP&PROD,553638016.0,NSDQ,United States
3782,PVBC,"Provident Bancorp, Inc. ",Finance,BANKS & THRIFTS,221082000.0,NSDQ,United States
3783,PVG,Pretium Resources Inc. ,Basic Materials,METALS-NON FERR,1834000000.0,NYSE,Canada
3784,PVH,PVH Corp. ,Consumer Discretionary,APPAREL,7106999808.0,NYSE,United States
3785,PVL,Permianville Royalty Trust ,Oils Energy,OIL-EXP&PROD,46530000.0,NYSE,United States
3786,PW,Power REIT ,Finance,REAL ESTATE,123963000.0,NYSE,United States
3787,PWFL,"PowerFleet, Inc. ",Transportation,TRANSPORTATION,279536992.0,NSDQ,United States
3788,PWOD,"Penns Woods Bancorp, Inc. ",Finance,BANKS & THRIFTS,168058000.0,NSDQ,United States
3789,PWR,"Quanta Services, Inc. ",Construction,CONSTRUCT BLDG SERV,11642999808.0,NYSE,United States
3790,PXD,Pioneer Natural Resources Company ,Oils Energy,OIL-EXP&PROD,32121999360.0,NYSE,United States
3791,PXLW,"Pixelworks, Inc. ",Computer and Technology,ELECTRON-SEMI,182628000.0,NSDQ,United States
3792,PXS,Pyxis Tankers Inc. ,Transportation,TRANSPORTATION,27614000.0,NSDQ,Greece
3793,PYPD,PolyPid Ltd. ,Medical,DRUGS,206400992.0,NSDQ,Israel
3794,PYPL,"PayPal Holdings, Inc. ",Computer and Technology,COMPUTER SOFT SERV,304330997760.0,NSDQ,United States
3795,PYX,,Consumer Staples,FOOD,,NYSE,United States
3796,PZG,Paramount Gold Nevada Corp. ,Basic Materials,METALS-NON FERR,37676000.0,NYSE,United States
3797,PZN,"Pzena Investment Management, Inc ",Finance,INVEST BKRS MGMT,656187008.0,NYSE,United States
3798,PZZA,"Papa John's International, Inc. ",Retail Wholesale,FOOD DRUG-RTL WHL,2972000000.0,NSDQ,United States
3799,QADA,QAD Inc. ,Computer and Technology,COMPUTER SOFT SERV,1268000000.0,NSDQ,United States
3800,QADB,QAD Inc. ,Computer and Technology,COMPUTER SOFT SERV,1268999936.0,NSDQ,United States
3801,QCOM,QUALCOMM Incorporated ,Computer and Technology,TELECOMM EQUIP,154711998464.0,NSDQ,United States
3802,QCRH,"QCR Holdings, Inc. ",Finance,BANKS & THRIFTS,654355968.0,NSDQ,United States
3803,QD,Qudian Inc. ,Finance,FINANCE,542958976.0,NYSE,China
3804,QDEL,Quidel Corporation ,Medical,MED PRODS,6951000064.0,NSDQ,United States
3805,QELL,Qell Acquisition Corp. ,Unclassified,UNCLASSIFIED,565454976.0,NSDQ,United States
3806,QEP,"QEP Resources, Inc. ",Oils Energy,OIL-EXP&PROD,834427008.0,NYSE,United States
3807,QFIN,"360 DigiTech, Inc. ",Business Services,BUSINESS SERVICES,3564000000.0,NSDQ,China
3808,QGEN,QIAGEN N.V. ,Medical,DRUGS,11399000064.0,NYSE,Netherlands
3809,QH,Quhuo Limited ,Business Services,BUSINESS SERVICES,362307008.0,NSDQ,China
3810,QHCQQ,,Medical,MEDICAL CARE,,NYSE,United States
3811,QIWI,Qiwi plc ,Business Services,BUSINESS SERVICES,670401984.0,NSDQ,
3812,QK,Q&K International Group Limited ,Business Services,BUSINESS SERVICES,123976000.0,NSDQ,China
3813,QLGN,"Qualigen Therapeutics, Inc. ",Medical,DRUGS,87866000.0,NSDQ,United States
3814,QLYS,"Qualys, Inc. ",Computer and Technology,COMPUTER SOFT SERV,3808999936.0,NSDQ,United States
3815,QMCO,Quantum Corporation ,Computer and Technology,COMPUTER OFFICE EQUIP,472571008.0,NSDQ,United States
3816,QNST,"QuinStreet, Inc. ",Computer and Technology,COMPUTER SOFT SERV,1272999936.0,NSDQ,United States
3817,QRHC,Quest Resource Holding Corporation ,Business Services,BUSINESS SERVICES,55327000.0,NSDQ,United States
3818,QRTEA,"Qurate Retail, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,5182000128.0,NSDQ,United States
3819,QRTEB,"Qurate Retail, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,5228000256.0,NSDQ,United States
3820,QRVO,"Qorvo, Inc. ",Computer and Technology,TELECOMM EQUIP,19790000128.0,NSDQ,United States
3821,QS,QuantumScape Corporation ,Auto Tires Trucks,AUTOS TIRES TRUCKS,20135000064.0,NYSE,United States
3822,QSR,Restaurant Brands International Inc. ,Retail Wholesale,FOOD DRUG-RTL WHL,18439000064.0,NYSE,Canada
3823,QTNT,Quotient Limited ,Medical,MED PRODS,454087008.0,NSDQ,Switzerland
3824,QTRX,Quanterix Corporation ,Medical,MED PRODS,2412000000.0,NSDQ,United States
3825,QTS,"QTS Realty Trust, Inc. ",Finance,REAL ESTATE,4012000000.0,NYSE,United States
3826,QTT,Qutoutiao Inc. ,Computer and Technology,COMPUTER SOFT SERV,931222976.0,NSDQ,China
3827,QTWO,"Q2 Holdings, Inc. ",Computer and Technology,COMPUTER SOFT SERV,6776000000.0,NYSE,United States
3828,QUAD,"Quad/Graphics, Inc. ",Industrial Products,IND PRODS SVC,241863008.0,NYSE,United States
3829,QUIK,QuickLogic Corporation ,Computer and Technology,ELECTRON-SEMI,98510000.0,NSDQ,United States
3830,QUMU,Qumu Corporation ,Computer and Technology,COMPUTER OFFICE EQUIP,157335008.0,NSDQ,United States
3831,QUOT,Quotient Technology Inc. ,Computer and Technology,COMPUTER SOFT SERV,1242000000.0,NYSE,United States
3832,QURE,uniQure N.V. ,Medical,DRUGS,1632999936.0,NSDQ,Netherlands
3833,R,"Ryder System, Inc. ",Transportation,TRANSPORTATION,3639000064.0,NYSE,United States
3834,RACA,Therapeutics Acquisition Corp. ,Unclassified,UNCLASSIFIED,259828000.0,NSDQ,United States
3835,RACE,Ferrari N.V. ,Auto Tires Trucks,AUTOS TIRES TRUCKS,48837001216.0,NYSE,Italy
3836,RAD,Rite Aid Corporation ,Retail Wholesale,FOOD DRUG-RTL WHL,1080999936.0,NYSE,United States
3837,RADA,RADA Electronic Industries Ltd. ,Aerospace,AEROSPACE DEFENSE,559672000.0,NSDQ,Israel
3838,RADI,"Radius Global Infrastructure, Inc. ",Unclassified,UNCLASSIFIED,753934976.0,NSDQ,United States
3839,RAIL,"FreightCar America, Inc. ",Transportation,TRANSPORTATION,52741000.0,NSDQ,United States
3840,RAMP,"LiveRamp Holdings, Inc. ",Business Services,BUSINESS SERVICES,4227000064.0,NYSE,United States
3841,RAND,Rand Capital Corporation ,Finance,FINANCE,43692000.0,NSDQ,United States
3842,RAPT,"RAPT Therapeutics, Inc. ",Medical,DRUGS,445679008.0,NSDQ,United States
3843,RARE,Ultragenyx Pharmaceutical Inc. ,Medical,DRUGS,9475999744.0,NSDQ,United States
3844,RAVE,"RAVE Restaurant Group, Inc. ",Retail Wholesale,FOOD DRUG-RTL WHL,21426000.0,NSDQ,United States
3845,RAVN,"Raven Industries, Inc. ",Multi-Sector Conglomerates,CONGLOMERATES,1404999936.0,NSDQ,United States
3846,RBA,Ritchie Bros. Auctioneers Incorporated ,Business Services,BUSINESS SERVICES,6012000256.0,NYSE,Canada
3847,RBAC,RedBall Acquisition Corp. ,Unclassified,UNCLASSIFIED,753249984.0,NYSE,United States
3848,RBB,RBB Bancorp ,Finance,BANKS & THRIFTS,367839008.0,NSDQ,United States
3849,RBBN,Ribbon Communications Inc. ,Computer and Technology,TELECOMM EQUIP,1256000000.0,NSDQ,United States
3850,RBC,Regal Beloit Corporation ,Industrial Products,MACHINERY-ELEC,5550000128.0,NYSE,United States
3851,RBCAA,"Republic Bancorp, Inc. ",Finance,BANKS & THRIFTS,879102976.0,NSDQ,United States
3852,RBCN,"Rubicon Technology, Inc. ",Computer and Technology,ELECTRON-SEMI,24485000.0,NSDQ,United States
3853,RBKB,"Rhinebeck Bancorp, Inc. ",Finance,BANKS & THRIFTS,108550000.0,NSDQ,United States
3854,RBNC,"Reliant Bancorp, Inc. ",Finance,BANKS & THRIFTS,368228992.0,NSDQ,United States
3855,RC,Ready Capital Corporation ,Finance,REAL ESTATE,724763008.0,NYSE,United States
3856,RCEL,"AVITA Medical, Inc. ",Medical,DRUGS,470206016.0,NSDQ,United States
3857,RCHG,Recharge Acquisition Corp. ,Unclassified,UNCLASSIFIED,261878000.0,NSDQ,United States
3858,RCI,Rogers Communications Inc. ,Consumer Discretionary,MEDIA,22503999488.0,NYSE,Canada
3859,RCII,"Rent-A-Center, Inc. ",Consumer Discretionary,OTHER CONS DISC,3753999872.0,NSDQ,United States
3860,RCKT,"Rocket Pharmaceuticals, Inc. ",Medical,DRUGS,3367000064.0,NSDQ,United States
3861,RCKY,"Rocky Brands, Inc. ",Consumer Discretionary,APPAREL,315924000.0,NSDQ,United States
3862,RCL,Royal Caribbean Group ,Consumer Discretionary,LEISURE SERVICES,22141999104.0,NYSE,United States
3863,RCM,R1 RCM Inc. ,Finance,FINANCE,7345999872.0,NSDQ,United States
3864,RCMT,"RCM Technologies, Inc. ",Business Services,BUSINESS SERVICES,49370000.0,NSDQ,United States
3865,RCON,"Recon Technology, Ltd. ",Oils Energy,OIL MACH SVC DRILL,40322000.0,NSDQ,China
3866,RCUS,"Arcus Biosciences, Inc. ",Medical,DRUGS,2287000064.0,NYSE,United States
3867,RDCM,RADCOM Ltd. ,Computer and Technology,COMPUTER OFFICE EQUIP,138043008.0,NSDQ,Israel
3868,RDFN,Redfin Corporation ,Finance,REAL ESTATE,7890999808.0,NSDQ,United States
3869,RDHL,RedHill Biopharma Ltd. ,Medical,DRUGS,416700992.0,NSDQ,Israel
3870,RDI,"Reading International, Inc. ",Consumer Discretionary,LEISURE SERVICES,182871008.0,NSDQ,United States
3871,RDN,Radian Group Inc. ,Finance,INSURANCE,3953999872.0,NYSE,United States
3872,RDNT,"RadNet, Inc. ",Medical,MEDICAL CARE,979537024.0,NSDQ,United States
3873,RDS.A, ,Oils Energy,OIL-INTEGRATED,3000000000.0,NYSE,Netherlands
3874,RDS.B, ,Oils Energy,OIL-INTEGRATED,,NYSE,Netherlands
3875,RDUS,"Radius Health, Inc. ",Medical,DRUGS,882539008.0,NSDQ,United States
3876,RDVT,"Red Violet, Inc. ",Computer and Technology,COMPUTER SOFT SERV,289169984.0,NSDQ,United States
3877,RDWR,Radware Ltd. ,Computer and Technology,COMPUTER SOFT SERV,1224000000.0,NSDQ,Israel
3878,RDY,Dr. Reddy's Laboratories Limited ,Medical,DRUGS,10241999872.0,NYSE,India
3879,RE,"Everest Re Group, Ltd. ",Finance,INSURANCE,9598000128.0,NYSE,Bermuda
3880,REAL,"The RealReal, Inc. ",Consumer Discretionary,OTHER CONS DISC,2251000064.0,NSDQ,United States
3881,REDU,RISE Education Cayman Ltd ,Consumer Discretionary,OTHER CONS DISC,325865984.0,NSDQ,China
3882,REED,"Reed's, Inc. ",Consumer Staples,BEVERAGES,93522000.0,NSDQ,United States
3883,REFR,Research Frontiers Incorporated ,Computer and Technology,ELECTRONICS,130683000.0,NSDQ,United States
3884,REG,Regency Centers Corporation ,Finance,REAL ESTATE,9342000128.0,NSDQ,United States
3885,REGI,"Renewable Energy Group, Inc. ",Oils Energy,ENERGY-ALT SRCS,3320000000.0,NSDQ,United States
3886,REGN,"Regeneron Pharmaceuticals, Inc. ",Medical,DRUGS,48320000000.0,NSDQ,United States
3887,REI,"Ring Energy, Inc. ",Oils Energy,OIL-EXP&PROD,190378000.0,NYSE,United States
3888,REKR,"Rekor Systems, Inc. ",Computer and Technology,COMPUTER SOFT SERV,644278976.0,NSDQ,United States
3889,RELL,"Richardson Electronics, Ltd. ",Computer and Technology,ELECTRONICS,83341000.0,NSDQ,United States
3890,RELX,RELX PLC ,Computer and Technology,COMPUTER SOFT SERV,46160998400.0,NYSE,United Kingdom
3891,RENN,Renren Inc. ,Computer and Technology,COMPUTER SOFT SERV,205852000.0,NYSE,China
3892,REPH,"Recro Pharma, Inc. ",Medical,DRUGS,90723000.0,NSDQ,United States
3893,REPL,"Replimune Group, Inc. ",Medical,DRUGS,1620999936.0,NSDQ,United States
3894,RES,"RPC, Inc. ",Oils Energy,OIL MACH SVC DRILL,1366000000.0,NYSE,United States
3895,RESN,Resonant Inc. ,Computer and Technology,TELECOMM EQUIP,276840000.0,NSDQ,United States
3896,RETA,"Reata Pharmaceuticals, Inc. ",Medical,DRUGS,4416000000.0,NSDQ,United States
3897,RETO,"ReTo Eco-Solutions, Inc. ",Construction,BUILDING PRODS,41995000.0,NSDQ,China
3898,REV,"Revlon, Inc. ",Consumer Staples,SOAPS COSMETICS,604264000.0,NYSE,United States
3899,REVG,"REV Group, Inc. ",Transportation,TRANSPORTATION,792577024.0,NYSE,United States
3900,REX,REX American Resources Corporation ,Oils Energy,ENERGY-ALT SRCS,563667008.0,NYSE,United States
3901,REXR,"Rexford Industrial Realty, Inc. ",Finance,REAL ESTATE,6272000000.0,NYSE,United States
3902,REYN,Reynolds Consumer Products Inc. ,Consumer Discretionary,OTHER CONS DISC,5790000128.0,NSDQ,United States
3903,REZI,"Resideo Technologies, Inc. ",Industrial Products,IND PRODS SVC,3436000000.0,NYSE,United States
3904,RF,Regions Financial Corporation ,Finance,BANKS & THRIFTS,19818999808.0,NYSE,United States
3905,RFIL,"RF Industries, Ltd. ",Computer and Technology,TELECOMM EQUIP,57514000.0,NSDQ,United States
3906,RFL,"Rafael Holdings, Inc. ",Medical,DRUGS,596510016.0,NYSE,United States
3907,RFP,Resolute Forest Products Inc. ,Basic Materials,PAPER,759894016.0,NYSE,Canada
3908,RGA,"Reinsurance Group of America, Incorporated ",Finance,INSURANCE,8305999872.0,NYSE,United States
3909,RGCO,"RGC Resources, Inc. ",Oils Energy,OIL-MISC,186572992.0,NSDQ,United States
3910,RGEN,Repligen Corporation ,Medical,DRUGS,11633000448.0,NSDQ,United States
3911,RGLD,"Royal Gold, Inc. ",Basic Materials,METALS-NON FERR,6803999744.0,NSDQ,United States
3912,RGLS,Regulus Therapeutics Inc. ,Medical,DRUGS,82957000.0,NSDQ,United States
3913,RGNX,REGENXBIO Inc. ,Medical,DRUGS,1695000064.0,NSDQ,United States
3914,RGP,"Resources Connection, Inc. ",Business Services,BUSINESS SERVICES,424883008.0,NSDQ,United States
3915,RGR,"Sturm, Ruger & Company, Inc. ",Consumer Discretionary,OTHER CONS DISC,1203000064.0,NYSE,United States
3916,RGS,Regis Corporation ,Retail Wholesale,NONFOOD RETAIL WH,488760000.0,NYSE,United States
3917,RH,RH ,Retail Wholesale,NONFOOD RETAIL WH,9920000000.0,NYSE,United States
3918,RHE,"Regional Health Properties, Inc. ",Finance,REAL ESTATE,9792000.0,NYSE,United States
3919,RHI,Robert Half International Inc. ,Business Services,BUSINESS SERVICES,8929999872.0,NYSE,United States
3920,RHP,"Ryman Hospitality Properties, Inc. ",Finance,REAL ESTATE,4313999872.0,NYSE,United States
3921,RIBT,RiceBran Technologies ,Consumer Staples,FOOD,46799000.0,NSDQ,United States
3922,RICE,Rice Acquisition Corp. ,Unclassified,UNCLASSIFIED,323763008.0,NYSE,
3923,RICK,"RCI Hospitality Holdings, Inc. ",Consumer Discretionary,LEISURE SERVICES,554664000.0,NSDQ,United States
3924,RIDE,Lordstown Motors Corp. ,Auto Tires Trucks,AUTOS TIRES TRUCKS,3216999936.0,NSDQ,United States
3925,RIG,Transocean Ltd. ,Oils Energy,OIL MACH SVC DRILL,2130999936.0,NYSE,Switzerland
3926,RIGL,"Rigel Pharmaceuticals, Inc. ",Medical,DRUGS,694089024.0,NSDQ,United States
3927,RILY,"B. Riley Financial, Inc. ",Business Services,BUSINESS SERVICES,1708000000.0,NSDQ,United States
3928,RIO,Rio Tinto Group ,Basic Materials,METALS-NON FERR,145772003328.0,NYSE,United Kingdom
3929,RIOT,"Riot Blockchain, Inc. ",Business Services,BUSINESS SERVICES,2952000000.0,NSDQ,United States
3930,RIVE,Riverview Financial Corporation ,Finance,FINANCE,88411000.0,NSDQ,United States
3931,RJF,"Raymond James Financial, Inc. ",Finance,INVEST BKRS MGMT,16440000512.0,NYSE,United States
3932,RKDA,"Arcadia Biosciences, Inc. ",Basic Materials,Agribusiness,66329000.0,NSDQ,United States
3933,RKT,"Rocket Companies, Inc. ",Business Services,BUSINESS SERVICES,44260999168.0,NYSE,United States
3934,RL,Ralph Lauren Corporation ,Consumer Discretionary,APPAREL,8537999872.0,NYSE,United States
3935,RLAY,"Relay Therapeutics, Inc. ",Medical,DRUGS,3728000000.0,NSDQ,United States
3936,RLGT,"Radiant Logistics, Inc. ",Transportation,TRANSPORT-AIR,336785984.0,NYSE,United States
3937,RLGY,Realogy Holdings Corp. ,Finance,REAL ESTATE,1708999936.0,NYSE,United States
3938,RLH,Red Lion Hotels Corporation ,Consumer Discretionary,LEISURE SERVICES,88234000.0,NYSE,United States
3939,RLI,RLI Corp. ,Finance,INSURANCE,4769999872.0,NYSE,United States
3940,RLJ,RLJ Lodging Trust ,Finance,REAL ESTATE,2537999872.0,NYSE,United States
3941,RLMD,"Relmada Therapeutics, Inc. ",Medical,DRUGS,544089984.0,NSDQ,United States
3942,RM,Regional Management Corp. ,Finance,FINANCE,346432000.0,NYSE,United States
3943,RMAX,"RE/MAX Holdings, Inc. ",Finance,REAL ESTATE,1270000000.0,NYSE,United States
3944,RMBI,"Richmond Mutual Bancorporation, Inc. ",Finance,BANKS & THRIFTS,174148000.0,NSDQ,United States
3945,RMBL,"RumbleON, Inc. ",Computer and Technology,COMPUTER SOFT SERV,80990000.0,NSDQ,United States
3946,RMBS,Rambus Inc. ,Computer and Technology,ELECTRON-SEMI,2371000064.0,NSDQ,United States
3947,RMCF,"Rocky Mountain Chocolate Factory, Inc. ",Retail Wholesale,FOOD DRUG-RTL WHL,32254000.0,NSDQ,United States
3948,RMD,ResMed Inc. ,Medical,MED PRODS,28050999296.0,NYSE,United States
3949,RMED,"Ra Medical Systems, Inc. ",Medical,MED PRODS,23854000.0,NYSE,United States
3950,RMNI,"Rimini Street, Inc. ",Computer and Technology,COMPUTER SOFT SERV,572137024.0,NSDQ,United States
3951,RMO,"Romeo Power, Inc. ",Auto Tires Trucks,AUTOS TIRES TRUCKS,1576999936.0,NYSE,United States
3952,RMR,The RMR Group Inc. ,Finance,REAL ESTATE,1286000000.0,NSDQ,United States
3953,RMTI,"Rockwell Medical, Inc. ",Medical,MED PRODS,128570000.0,NSDQ,United States
3954,RNA,"Avidity Biosciences, Inc. ",Medical,DRUGS,958428992.0,NSDQ,United States
3955,RNDB,"Randolph Bancorp, Inc. ",Finance,BANKS & THRIFTS,109642000.0,NSDQ,United States
3956,RNET,"RigNet, Inc. ",Computer and Technology,TELECOMM SVCS,199604992.0,NSDQ,United States
3957,RNG,"RingCentral, Inc. ",Computer and Technology,COMPUTER SOFT SERV,33611999232.0,NYSE,United States
3958,RNGR,"Ranger Energy Services, Inc. ",Oils Energy,OIL MACH SVC DRILL,86783000.0,NYSE,United States
3959,RNLX,Renalytix AI plc ,Computer and Technology,COMPUTER SOFT SERV,873684992.0,NSDQ,United Kingdom
3960,RNR,RenaissanceRe Holdings Ltd. ,Finance,INSURANCE,8403999744.0,NYSE,Bermuda
3961,RNST,Renasant Corporation ,Finance,BANKS & THRIFTS,2232999936.0,NSDQ,United States
3962,RNWK,"RealNetworks, Inc. ",Computer and Technology,COMPUTER SOFT SERV,159228000.0,NSDQ,United States
3963,ROAD,"Construction Partners, Inc. ",Construction,BUILDING PRODS,1512000000.0,NSDQ,United States
3964,ROCC,Roth CH Acquisition II Co. ,Unclassified,UNCLASSIFIED,156754000.0,NSDQ,United States
3965,ROCH,Roth CH Acquisition I Co. ,Unclassified,UNCLASSIFIED,225946000.0,NSDQ,United States
3966,ROCK,"Gibraltar Industries, Inc. ",Construction,BUILDING PRODS,2928999936.0,NSDQ,United States
3967,ROG,Rogers Corporation ,Computer and Technology,ELECTRONICS,3368999936.0,NYSE,United States
3968,ROIC,Retail Opportunity Investments Corp. ,Finance,REAL ESTATE,1836000000.0,NSDQ,United States
3969,ROK,"Rockwell Automation, Inc. ",Industrial Products,MACHINERY,28470999040.0,NYSE,United States
3970,ROKU,"Roku, Inc. ",Consumer Discretionary,MEDIA,48791998464.0,NSDQ,United States
3971,ROL,"Rollins, Inc. ",Construction,CONSTRUCT BLDG SERV,16680999936.0,NYSE,United States
3972,ROLL,RBC Bearings Incorporated ,Industrial Products,MACHINERY,5027999744.0,NSDQ,United States
3973,ROOT,"Root, Inc. ",Finance,INSURANCE,3591000064.0,NSDQ,
3974,ROP,"Roper Technologies, Inc. ",Industrial Products,MACHINERY,40250998784.0,NYSE,United States
3975,ROST,"Ross Stores, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,42202001408.0,NSDQ,United States
3976,RP,"RealPage, Inc. ",Computer and Technology,COMPUTER SOFT SERV,8869000192.0,NSDQ,United States
3977,RPAI,"Retail Properties of America, Inc. ",Finance,REAL ESTATE,2276999936.0,NYSE,United States
3978,RPAY,Repay Holdings Corporation ,Business Services,BUSINESS SERVICES,1732000000.0,NSDQ,United States
3979,RPD,"Rapid7, Inc. ",Computer and Technology,COMPUTER SOFT SERV,3952000000.0,NSDQ,United States
3980,RPLA,Replay Acquisition Corp. ,Unclassified,UNCLASSIFIED,365484000.0,NYSE,United States
3981,RPM,RPM International Inc. ,Construction,BUILDING PRODS,10360999936.0,NYSE,United States
3982,RPRX,Royalty Pharma plc ,Finance,FINANCE,28273000448.0,NSDQ,United States
3983,RPT,RPT Realty ,Finance,REAL ESTATE,891033024.0,NYSE,United States
3984,RPTX,Repare Therapeutics Inc. ,Medical,DRUGS,1210000000.0,NSDQ,Canada
3985,RRBI,"Red River Bancshares, Inc. ",Finance,BANKS & THRIFTS,380184992.0,NSDQ,United States
3986,RRC,Range Resources Corporation ,Oils Energy,OIL-EXP&PROD,2492999936.0,NYSE,United States
3987,RRD,R. R. Donnelley & Sons Company ,Business Services,BUSINESS SERVICES,242760000.0,NYSE,United States
3988,RRGB,"Red Robin Gourmet Burgers, Inc. ",Retail Wholesale,FOOD DRUG-RTL WHL,476980992.0,NSDQ,United States
3989,RRR,"Red Rock Resorts, Inc. ",Consumer Discretionary,LEISURE SERVICES,3539000064.0,NSDQ,United States
3990,RS,Reliance Steel & Aluminum Co. ,Industrial Products,METALS FABRICATING,8408000000.0,NYSE,United States
3991,RSG,"Republic Services, Inc. ",Business Services,BUSINESS SERVICES,28411000832.0,NYSE,United States
3992,RSI,"Rush Street Interactive, Inc. ",Consumer Discretionary,LEISURE SERVICES,3180000000.0,NYSE,United States
3993,RSSS,"Research Solutions, Inc. ",Industrial Products,IND PRODS SVC,53081000.0,NSDQ,United States
3994,RSVA,Rodgers Silicon Valley Acquisition Corp. ,Unclassified,UNCLASSIFIED,440163008.0,NSDQ,United States
3995,RTLR,Rattler Midstream LP ,Oils Energy,OIL-INTEGRATED,1670000000.0,NSDQ,United States
3996,RTP,Reinvent Technology Partners ,Unclassified,UNCLASSIFIED,1013000000.0,NYSE,United States
3997,RTW,,Consumer Discretionary,APPAREL,,NYSE,United States
3998,RTX,Raytheon Technologies Corporation ,Aerospace,AEROSPACE DEFENSE,109386997760.0,NYSE,United States
3999,RUBY,"Rubius Therapeutics, Inc. ",Medical,DRUGS,842668992.0,NSDQ,United States
4000,RUHN,Ruhnn Holding Limited ,Business Services,BUSINESS SERVICES,283507008.0,NSDQ,China
4001,RUN,Sunrun Inc. ,Oils Energy,ENERGY-ALT SRCS,12360999936.0,NSDQ,United States
4002,RUSHA,"Rush Enterprises, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,2280999936.0,NSDQ,United States
4003,RUSHB,"Rush Enterprises, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,2280999936.0,NSDQ,United States
4004,RUTH,"Ruth's Hospitality Group, Inc. ",Retail Wholesale,FOOD DRUG-RTL WHL,795888000.0,NSDQ,United States
4005,RVI,Retail Value Inc. ,Finance,REAL ESTATE,331148992.0,NYSE,United States
4006,RVLV,"Revolve Group, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,3291000064.0,NYSE,United States
4007,RVMD,"Revolution Medicines, Inc. ",Medical,DRUGS,3336999936.0,NSDQ,United States
4008,RVNC,"Revance Therapeutics, Inc. ",Medical,DRUGS,1834000000.0,NSDQ,United States
4009,RVP,"Retractable Technologies, Inc. ",Medical,MED PRODS,530920992.0,NYSE,United States
4010,RVPH,"Reviva Pharmaceuticals Holdings, Inc. ",Medical,DRUGS,85024000.0,NSDQ,United States
4011,RVSB,"Riverview Bancorp, Inc. ",Finance,BANKS & THRIFTS,147478000.0,NSDQ,United States
4012,RWLK,ReWalk Robotics Ltd. ,Medical,MED PRODS,88631000.0,NSDQ,Israel
4013,RWT,"Redwood Trust, Inc. ",Finance,REAL ESTATE,1103000064.0,NYSE,United States
4014,RXN,Rexnord Corporation ,Industrial Products,MACHINERY-ELEC,5376000000.0,NYSE,United States
4015,RXT,"Rackspace Technology, Inc. ",Business Services,BUSINESS SERVICES,4265999872.0,NSDQ,United States
4016,RY,Royal Bank of Canada ,Finance,BANKS-MAJOR,122422001664.0,NYSE,Canada
4017,RYAAY,Ryanair Holdings plc ,Transportation,TRANSPORT-AIR,22310000640.0,NSDQ,Ireland
4018,RYAM,Rayonier Advanced Materials Inc. ,Basic Materials,PAPER,585940992.0,NYSE,United States
4019,RYB,"RYB Education, Inc. ",Consumer Discretionary,OTHER CONS DISC,88276000.0,NYSE,China
4020,RYCE,,Consumer Staples,FOOD,,NYSE,
4021,RYI,Ryerson Holding Corporation ,Basic Materials,STEEL,485233984.0,NYSE,United States
4022,RYN,Rayonier Inc. ,Construction,BUILDING PRODS,4498999808.0,NYSE,United States
4023,RYTM,"Rhythm Pharmaceuticals, Inc. ",Medical,DRUGS,1276000000.0,NSDQ,United States
4024,RZLT,"Rezolute, Inc. ",Medical,DRUGS,96051000.0,NSDQ,United States
4025,SA,Seabridge Gold Inc. ,Basic Materials,METALS-NON FERR,1264000000.0,NYSE,Canada
4026,SABR,Sabre Corporation ,Computer and Technology,COMPUTER SOFT SERV,4661000192.0,NSDQ,United States
4027,SACH,Sachem Capital Corp. ,Finance,FINANCE,100889000.0,NYSE,United States
4028,SAFE,Safehold Inc. ,Finance,REAL ESTATE,4060000000.0,NYSE,United States
4029,SAFM,"Sanderson Farms, Inc. ",Consumer Staples,FOOD,3404999936.0,NSDQ,United States
4030,SAFT,"Safety Insurance Group, Inc. ",Finance,INSURANCE,1178000000.0,NSDQ,United States
4031,SAGE,"Sage Therapeutics, Inc. ",Medical,DRUGS,4961999872.0,NSDQ,United States
